"urls","mainCurrency","Price.USD","Per","Address","Construction.Type","New.Construction","Elevator","Floors.in.the.Building","The.House.Has","Parking","Floor.Area.sqm","Number.of.Rooms","Number.of.Bathrooms","Ceiling.Height","Floor","Balcony","Furniture","Renovation","Appliances","Window.Views"
"https://www.list.am/en/item/19896968","USD",202000,NA,"Nalbandyan street, Yerevan","Stone","No","Not available","5",NA,NA,70,"2","1","from 3.2 m",5,"Open balcony","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19950703","USD",135000,NA,"Amiryan street 12, Երևան","Panels","No","Available","10",NA,NA,39,"1","1","from 2.75 m",10,"Not available","Not available","Euro Renovation",NA,NA
"https://www.list.am/en/item/18968760","USD",170000,NA,"1-й переулок 9-й улицы, Ариндж","Monolith","Yes","Not available","4","Intercom entry, playground","Outdoor parking",77,"3","1","from 3 m",4,"Open balcony","Partial Furniture","Major Renovation","Stove, dishwasher","Yard view, street view, city view, park view"
"https://www.list.am/en/item/19330435","USD",93000,NA,"Griboyedov street 2, Yerevan","Panels","No","Available","9","Intercom entry",NA,43,"2","1","from 2.8 m",9,"Closed balcony","Available","Euro Renovation","Air conditioner, fridge, stove, washing machine","Yard view"
"https://www.list.am/en/item/14282074","USD",310000,NA,"SasnaTsrer street 2, Yerevan","Monolith","Yes","Available","16",NA,NA,111,"4","3+","from 3 m",16,"Multiple balconies","Available","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine, drying m","Yard view, street view, city view, park view, view of Ararat"
"https://www.list.am/en/item/18526159","USD",142000,NA,"Улица Микаэла Налбандяна 49, Ереван","Stone","No","Not available","3","Intercom entry, playground","Outdoor parking",56,"2","2","from 3.2 m",3,"Closed balcony","Not available","Old Renovation",NA,"Yard view"
"https://www.list.am/en/item/19850358","USD",91500,NA,"Mazmanyan Street 16, Yerevan","Stone","No","Not available","5",NA,NA,75,"3","1","from 2.75 m",5,"Open balcony","Partial Furniture","Cosmetic Renovation",NA,NA
"https://www.list.am/en/item/19946866","USD",169000,NA,"Gyulbenkyan street 24, Yerevan","Stone","No","Not available","5","Intercom entry, playground","Outdoor parking",80,"3","1","from 2.75 m",5,"Multiple balconies","Available","Major Renovation","Fridge, stove, washing machine","Yard view, street view"
"https://www.list.am/en/item/19720834","USD",80000,NA,"Բաշինջաղյան փողոց, Yerevan","Panels","No","Available","16","Intercom entry, concierge, playground","Outdoor parking",80,"3","1","from 2.75 m",16,"Multiple balconies","By agreement","Old Renovation",NA,"Yard view, city view, view of Ararat"
"https://www.list.am/en/item/19711208","USD",250000,NA,"Փարպեցու փողոց, Երևան","Stone","No","Not available","5","Intercom entry",NA,100,"2","1","from 2.8 m",5,"Open balcony","By agreement","Cosmetic Renovation",NA,"Yard view, street view, city view"
"https://www.list.am/en/item/19478477","USD",280000,NA,"Mesrop Mashtots Avenue, Yerevan","Stone","No","Not available","6","Intercom entry","Outdoor parking",135,"4","2","from 2.75 m",6,"Open balcony","Available","Major Renovation","Fridge, stove, washing machine","Street view, city view, view of Ararat"
"https://www.list.am/en/item/19897936","USD",210000,NA,"Zavaryan street, Yerevan","Panels","No","Available","10","Intercom entry","Outdoor parking",93,"3","1","from 2.8 m",10,"Open balcony","Available","Euro Renovation","Air conditioner, fridge, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19371863","USD",178000,NA,"Պարոնյանի փողոց, Երևան","Stone","No","Not available","4","Intercom entry",NA,81,"3","1","from 2.8 m",4,"Multiple balconies","Available","Old Renovation","Fridge, stove, washing machine","Street view"
"https://www.list.am/en/item/19902373","USD",200000,NA,"Vardanants Street, Yerevan","Monolith","Yes","Available","12","Intercom entry","Outdoor parking",60,"3","1","from 3 m",12,"Open balcony","Available","Euro Renovation","Air conditioner, fridge, stove, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19902591","USD",250000,NA,"Vardanants Street, Yerevan","Monolith","Yes","Available","14","Intercom entry","Outdoor parking",97,"4","2","from 3 m",14,"Open balcony","Available","Designer Renovation","Air conditioner, fridge, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19817809","USD",300000,NA,"Mesrop Mashtots Avenue, Yerevan","Stone","No","Not available","5","Intercom entry","Outdoor parking",57,"2","1","from 3.2 m",5,"Not available","Available","Euro Renovation","Air conditioner, fridge, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19405872","USD",200000,NA,"Աղբյուր Սերոբի փողոց, Երևան","Monolith","Yes","Available","11","Intercom entry, playground","Outdoor parking",85,"3","1","from 3 m",11,"Open balcony","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19770489","USD",360000,NA,"Nikoghayos Adonts Street, Yerevan","Monolith","Yes","Available","8","Intercom entry, concierge, playground","Outdoor parking",123,"4","3+","from 3 m",8,"Multiple balconies","Available","Designer Renovation","Air conditioner, fridge, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19983091","USD",84000,NA,"Armen Gulakyan Street, Yerevan","Panels","Yes","Available","15","Intercom entry","Outdoor parking",54,"2","1","from 2.6 m",15,"Multiple balconies","By agreement","Designer Renovation","Air conditioner, fridge, stove, washing machine, drying machine","Yard view, street view, city view, park view, view of Ararat"
"https://www.list.am/en/item/19525281","USD",700000,NA,"Sarmen street, Yerevan","Monolith","Yes","Available","9",NA,NA,150,"4","2","from 3 m",9,"Open balcony","Available","Euro Renovation",NA,"Yard view, street view, city view, view of Ararat"
"https://www.list.am/en/item/19802782","USD",118000,NA,"Անաստաս Միկոյան փողոց, Երևան","Monolith","Yes","Available","15","Intercom entry","Outdoor parking",68,"2","1","from 3 m",15,"Open balcony","Not available","Euro Renovation",NA,"Yard view"
"https://www.list.am/en/item/16854853","USD",105000,NA,"Azatutyan Avenue, Yerevan","Panels","No","Available","9",NA,NA,80,"4","1","from 2.8 m",9,"Closed balcony","Available","Cosmetic Renovation",NA,NA
"https://www.list.am/en/item/19983082","USD",120000,NA,"Raffi street, Yerevan","Panels","No","Available","9",NA,NA,82,"4","1","from 2.75 m",9,"Open balcony","By agreement","No Renovation",NA,NA
"https://www.list.am/en/item/19983081","USD",167000,NA,"Orbeli Brothers street, Yerevan","Stone","No","Not available","5",NA,NA,65,"2","1","from 3 m",5,"Open balcony","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/19613586",NA,NA,NA,"Yerevan › Kanaker-Zeytun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://www.list.am/en/item/19560712","USD",89000,NA,"Yerevan › Nor Nork","Panels","No","Not available","5",NA,NA,58,"2","1","from 2.7 m",5,"Closed balcony","Available","Major Renovation","Fridge, stove, washing machine","Yard view, street view"
"https://www.list.am/en/item/19937660","USD",95000,NA,"Gusan Sheram St 103, Yerevan","Panels","No","Available","9","Intercom entry","Outdoor parking",90,"4","1","from 2.75 m",9,"Multiple balconies","Not available","Cosmetic Renovation","Washing machine","Street view"
"https://www.list.am/en/item/19983075","USD",195000,NA,"David Anhaght street, Yerevan","Stone","No","Not available","4",NA,NA,76,"3","1","from 3 m",4,"Open balcony","Available","Major Renovation","Fridge, stove, dishwasher, washing machine",NA
"https://www.list.am/en/item/19983068","USD",125000,NA,"Մխիթար Հերացի փողոց, Yerevan","Stone","No","Available","7","Intercom entry","Outdoor parking",70,"3","1","from 2.75 m",7,"Open balcony","Partial Furniture","Cosmetic Renovation",NA,"Yard view"
"https://www.list.am/en/item/19561048","USD",105000,NA,"Komitas avenu, Երևան","Stone","No","Not available","4",NA,NA,62,"2","1","from 3 m",4,"Not available","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19240200","USD",35000,NA,"Yerevan › Shengavit","Stone","No","Not available","6","Playground","Outdoor parking",25,"1","1","from 2.8 m",6,"Not available","Not available","Cosmetic Renovation",NA,NA
"https://www.list.am/en/item/19012417",NA,NA,NA,"Ձախափնյակ թաղամաս 23, Ջերմուկ","Stone","No","Not available","5",NA,"Outdoor parking",70,"3","1","from 3 m",5,"Not available","Available","Old Renovation",NA,NA
"https://www.list.am/en/item/19518102",NA,NA,NA,"Manandyan street, Yerevan","Stone","No","Not available","4",NA,NA,68,"2","1","from 3.2 m",4,"Closed balcony","Partial Furniture","Major Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/19983037","USD",70000,NA,"Arabkir 19th Street, Yerevan","Stone","No","Available","13",NA,NA,30,"2","1","from 3 m",13,"Not available","Available","Euro Renovation",NA,NA
"https://www.list.am/en/item/18906595","USD",40000,NA,"Yerevan › Erebuni","Stone","No","Not available","5",NA,NA,72,"3","1","from 3.2 m",5,"Not available","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19983030","USD",169000,NA,"Barbyus Street, Yerevan","Stone","No","Available","5",NA,NA,80,"3","1","from 3 m",5,"Open balcony","Available","Euro Renovation",NA,NA
"https://www.list.am/en/item/18836580","USD",185000,NA,"Davtashen 4-th Block 27, Yerevan","Panels","No","Available","9","Intercom entry, playground","Garage",100,"3","1","from 3 m",9,"Closed balcony","Available","Euro Renovation","Air conditioner, fridge, stove, washing machine","Yard view, street view"
"https://www.list.am/en/item/19208555","USD",169500,NA,"Ղազար Փարպեցու փողոց, Երևան","Panels","No","Available","10","Intercom entry","Outdoor parking",63,"2","1","from 2.75 m",10,"Not available","By agreement","Partial Renovation",NA,"Yard view, park view"
"https://www.list.am/en/item/16469743","USD",98000,NA,"Արարատյան փողոց 66, Երևան","Panels","No","Not available","4","Playground",NA,102,"4","1","from 2.6 m",4,"Multiple balconies","By agreement","Euro Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/19983000",NA,NA,NA,"Komitas Avenue, Yerevan","Stone","No","Not available","5",NA,NA,50,"2","1","from 3 m",5,"Closed balcony","Available","Major Renovation","Air conditioner, fridge, stove, washing machine","Yard view"
"https://www.list.am/en/item/19278816","USD",65000,NA,"12-րդ փողոց 2, Մրգաշեն համայնք","Stone","No","Not available","3","Intercom entry","Outdoor parking",100,"4","2","from 2.7 m",3,"Closed balcony","Available","Major Renovation","Fridge, stove, washing machine, drying machine","Yard view, street view, city view, view of Ararat"
"https://www.list.am/en/item/19837339","USD",19000,NA,"Armavir › Lukashin","Stone","No","Not available","2",NA,NA,60,"3","1","from 2.8 m",2,"Closed balcony","By agreement","Old Renovation",NA,NA
"https://www.list.am/en/item/17025184","USD",122000,NA,"Ohanov street, Yerevan","Panels","No","Available","9",NA,NA,83,"4","1","from 2.7 m",9,"Open balcony","Available","Old Renovation",NA,NA
"https://www.list.am/en/item/19585495",NA,NA,NA,"Tavush › Dilijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://www.list.am/en/item/19982987","USD",120000,NA,"Minsk Street, Yerevan","Monolith","Yes","Available","6",NA,NA,70,"3","1","from 3 m",6,"Open balcony","Available","Designer Renovation",NA,NA
"https://www.list.am/en/item/19982986","USD",310000,NA,"Ադոնցի փողոց, Երևան","Monolith","Yes","Available","8","Intercom entry, concierge, playground","Outdoor parking, covered parking",120,"4","2","from 3 m",8,"Open balcony","Available","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine, drying m","Yard view, street view, park view"
"https://www.list.am/en/item/17164821","USD",235000,NA,"Ler Kamsari Street, Yerevan","Monolith","Yes","Available","13",NA,NA,110,"3","2","from 3 m",13,"Not available","Available","Designer Renovation","Air conditioner, washing machine","Yard view"
"https://www.list.am/en/item/17854307","USD",86000,NA,"Trdat Architector street 20, Gyumri","Monolith","No","Not available","4",NA,NA,120,"4","1","from 2.8 m",4,"Multiple balconies","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/19982976","USD",205000,NA,"Nikoghayos Adonts Street, Yerevan","Monolith","Yes","Available","8",NA,NA,75,"3","2","from 3 m",8,"Open balcony","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/17056925","USD",170000,NA,"Melqonyan street, Yerevan","Monolith","Yes","Available","15",NA,NA,99,"3","2","from 2.8 m",15,"Open balcony","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19982969","USD",85000,NA,"Աքսել Բակունցի 2-րդ նրբանցք 6, Երևան","Panels","No","Not available","5",NA,"Garage",50,"3","1","from 2.75 m",5,"Closed balcony","Partial Furniture","Partial Renovation",NA,"Yard view, street view, park view, view of Ararat"
"https://www.list.am/en/item/19586981","USD",21500,NA,"Shirak › Artik","Stone","No","Not available","4",NA,NA,80,"3","1","from 2.75 m",4,"Multiple balconies","Partial Furniture","Cosmetic Renovation","Stove","Yard view, street view"
"https://www.list.am/en/item/19594465","USD",217000,NA,"Улица Павстоса Бузанда 39, Ереван","Stone","No","Not available","4",NA,"Outdoor parking",73,"3","1","from 2.7 m",4,"Open balcony","Not available","Cosmetic Renovation",NA,NA
"https://www.list.am/en/item/19963835","AMD",24634,NA,"Ակսել Բակունցի փողոց 8, Քաջարան","Panels","No","Not available","5","Playground",NA,40,"1","1","from 2.7 m",5,"Not available","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/19147239","USD",138000,NA,"Azatutyan Avenue, Yerevan","Stone","No","Available","10","Intercom entry, playground",NA,72,"3","1","from 2.8 m",10,"Open balcony","By agreement","Euro Renovation",NA,"Yard view, street view, city view"
"https://www.list.am/en/item/19184710","USD",370000,NA,"Aram Street, Yerevan","Monolith","Yes","Available","15","Intercom entry, playground","Outdoor parking",90,"4","1","from 2.8 m",15,"Open balcony","Available","Designer Renovation","Air conditioner, fridge, washing machine","Yard view, street view"
"https://www.list.am/en/item/19982945","USD",175000,NA,"Bryusov Street, Yerevan","Stone","No","Not available","3",NA,NA,85,"3","1","from 3 m",3,"Open balcony","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/18160890","USD",296000,NA,"Նար-Դոսի փողոց 18, Երևան","Stone","No","Not available","5","Intercom entry",NA,120,"5","2","from 3.5 m",5,"Open balcony","Available","Major Renovation","Air conditioner, fridge, stove, dishwasher, washing machine, drying m","Yard view, street view"
"https://www.list.am/en/item/13988455","USD",40000,NA,"Գրիբոեդով փողոց, Սևան","Panels","No","Available","9",NA,NA,80,"3","1","from 2.8 m",9,"Closed balcony","Available","Cosmetic Renovation",NA,NA
"https://www.list.am/en/item/19714691","USD",69000,NA,"Sebastia Street, Yerevan","Stone","No","Not available","5",NA,NA,47,"1","1","from 2.7 m",5,"Not available","Partial Furniture","Major Renovation",NA,NA
"https://www.list.am/en/item/19821169","USD",122000,NA,"Rubiniants street, Yerevan","Panels","No","Available","13","Intercom entry",NA,75,"2","1","from 2.75 m",13,"Closed balcony","Available","Major Renovation",NA,"Yard view"
"https://www.list.am/en/item/19072295","USD",86000,NA,"Zoravar Andranik street, Yerevan","Panels","No","Available","14","Playground","Outdoor parking",83,"3","2","from 2.75 m",14,"Closed balcony","Not available","Partial Renovation",NA,NA
"https://www.list.am/en/item/19544232","USD",86000,NA,"Շիրակի փողոց, Երևան","Monolith","No","Not available","4","Intercom entry","Outdoor parking",70,"3","1","from 3 m",4,"Not available","Available","Major Renovation","Air conditioner, fridge, stove, washing machine",NA
"https://www.list.am/en/item/19715446","USD",99000,NA,"Շինարարների փողոց, Երևան","Monolith","Yes","Not available","3","Intercom entry","Outdoor parking",63,"3","1","from 3 m",3,"Not available","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/14628130","USD",79000,NA,"Arno Babajanian street, Yerevan","Panels","No","Available","9",NA,NA,80,"3","1","from 2.7 m",9,"Not available","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/18816694","USD",120000,NA,"Raffi street, Yerevan","Panels","No","Available","9","Intercom entry, playground","Outdoor parking",85,"3","1","from 2.75 m",9,"Open balcony","By agreement","Designer Renovation",NA,"Yard view, street view, park view"
"https://www.list.am/en/item/19982923","USD",200000,NA,"Գրիբոյեդով փողոց, Երևան","Monolith","Yes","Available","16",NA,NA,70,"3","1","from 3 m",16,"Open balcony","By agreement","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine",NA
"https://www.list.am/en/item/19982922","USD",265000,NA,"Կարապետ Ուլնեցու փողոց, Երևան","Monolith","Yes","Available","15","Intercom entry, concierge, playground","Outdoor parking, covered parking",74,"3","1","from 3 m",15,"Multiple balconies","Available","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine","Street view, city view, view of Ararat"
"https://www.list.am/en/item/16060710","USD",110000,NA,"Микрорайон Норашен, Ереван","Panels","No","Available","16",NA,NA,78,"3","1","from 2.7 m",16,"Open balcony","Not available","Partial Renovation",NA,NA
"https://www.list.am/en/item/19982915","USD",200000,NA,"Այգեստանի 9րդ փողոց, Երևան","Panels","No","Available","16",NA,NA,93,"3","1","from 3 m",16,"Closed balcony","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/19938140","USD",65000,NA,"Avan-Arinj 2nd micro, Yerevan","Panels","No","Available","9",NA,NA,45,"2","1","from 2.8 m",9,"Closed balcony","Partial Furniture","Old Renovation",NA,NA
"https://www.list.am/en/item/16293057","USD",300000,NA,"Paronyan street, Yerevan","Monolith","Yes","Available","15","Intercom entry, concierge",NA,78,"2","2","from 3 m",15,"Open balcony","By agreement","Euro Renovation","Air conditioner, fridge, stove, washing machine","City view, view of Ararat"
"https://www.list.am/en/item/19912630","USD",67000,NA,"Rubiniants street, Yerevan","Cassette","No","Not available","4","Intercom entry","Outdoor parking",38,"1","1","from 2.6 m",4,"Not available","Partial Furniture","Euro Renovation",NA,"Yard view"
"https://www.list.am/en/item/19937092","USD",52000,NA,"Eghishe Tadevosyan Street, Yerevan","Panels","No","Not available","4",NA,NA,36,"1","1","from 2.6 m",4,"Closed balcony","Partial Furniture","Cosmetic Renovation","Fridge, stove, washing machine",NA
"https://www.list.am/en/item/18292145","USD",110000,NA,"Arshakuniats Avenue, Yerevan","Panels","No","Available","10",NA,NA,70,"2","1","from 2.75 m",10,"Multiple balconies","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/19269179","USD",70000,NA,"Chekhov street, Yerevan","Panels","No","Available","10",NA,NA,44,"1","1","from 2.75 m",10,"Closed balcony","By agreement","Old Renovation",NA,NA
"https://www.list.am/en/item/19912549","USD",109000,NA,"Tigran Mets Avenue, Yerevan","Stone","No","Not available","5",NA,NA,65,"2","1","from 2.8 m",5,"Closed balcony","By agreement","Major Renovation",NA,NA
"https://www.list.am/en/item/19351109","USD",89000,NA,"Mayisi 9 street, Yerevan","Stone","No","Not available","3",NA,NA,63,"3","1","from 3 m",3,"Closed balcony","Not available","Major Renovation",NA,NA
"https://www.list.am/en/item/19536253","USD",70000,NA,"Mayisi 9 street, Yerevan","Panels","No","Available","9",NA,NA,48,"1","1","from 2.75 m",9,"Closed balcony","Partial Furniture","Old Renovation",NA,NA
"https://www.list.am/en/item/18384563","USD",150000,NA,"Shinararneri street, Yerevan","Stone","No","Not available","4",NA,NA,78,"4","1","from 2.5 m",4,"Not available","Not available","Euro Renovation",NA,NA
"https://www.list.am/en/item/19681560","USD",58000,NA,"Bagratunyats Avenue, Yerevan","Stone","No","Not available","5",NA,NA,30,"1","1","from 2.75 m",5,"Open balcony","By agreement","Major Renovation","Air conditioner",NA
"https://www.list.am/en/item/19625311","USD",120000,NA,"Garegin Nzhdeh Street, Yerevan","Stone","No","Not available","3","Intercom entry, playground",NA,78,"3","1","from 3 m",3,"Multiple balconies","Partial Furniture","Major Renovation","Fridge, stove, washing machine","Yard view, street view"
"https://www.list.am/en/item/18693289","USD",220000,NA,"Արշակունյաց պողոտա 18/4, Երևան","Monolith","Yes","Available","17","Intercom entry, concierge, playground",NA,88,"3","1","from 3 m",17,"Open balcony","Not available","Partial Renovation",NA,NA
"https://www.list.am/en/item/19625686","USD",53000,NA,"Yeghbayrutyan Street, Yerevan","Stone","No","Not available","4",NA,NA,34,"1","1","from 2.6 m",4,"Open balcony","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19230500","USD",98000,NA,"Bagratunyats Avenue, Yerevan","Stone","No","Not available","5",NA,NA,73,"3","1","from 2.75 m",5,"Closed balcony","Not available","Old Renovation",NA,NA
"https://www.list.am/en/item/19266563","USD",120000,NA,"Arshakuniats Avenue, Yerevan","Panels","No","Available","5","Intercom entry",NA,87,"3","2","from 2.7 m",5,"Not available","Available","Major Renovation",NA,NA
"https://www.list.am/en/item/19565937","USD",95000,NA,"Mayisi 9 street, Երևան","Panels","No","Available","14",NA,NA,82,"3","1","from 2.75 m",14,"Closed balcony","By agreement","Cosmetic Renovation",NA,NA
"https://www.list.am/en/item/17700011","USD",52000,NA,"Antarayin 1st blok 10, Tsaghkadzor","Monolith","Yes","Available","14",NA,NA,31,"1","1","from 3 m",14,"Open balcony","Not available","Euro Renovation",NA,NA
"https://www.list.am/en/item/19248951","USD",80000,NA,"2-й переулок улицы Фучика 7, Ереван","Stone","No","Not available","4","Playground",NA,54,"2","1","from 2.8 m",4,"Not available","Available","Cosmetic Renovation",NA,"Yard view, view of Ararat"
"https://www.list.am/en/item/19593019","USD",170000,NA,"Լենինգրադյան փողոց, Երևան","Monolith","Yes","Available","6","Intercom entry, playground","Outdoor parking",74,"3","1","from 3.2 m",6,"Open balcony","Available","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine","Yard view, city view, view of Ararat"
"https://www.list.am/en/item/19908502","USD",122000,NA,"Rubiniants street, Yerevan","Panels","No","Available","14","Playground","Outdoor parking",75,"3","1","from 2.8 m",14,"Multiple balconies","Available","Designer Renovation","Fridge, stove, washing machine","Yard view, street view, park view"
"https://www.list.am/en/item/19308064","USD",130000,NA,"Mazmanyan Street, Yerevan","Panels","No","Available","9","Intercom entry, playground","Outdoor parking, covered parking, garage",102,"4","1","from 2.8 m",9,"Open balcony","Available","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine, drying m","Yard view, street view, city view, park view, view of Ararat"
"https://www.list.am/en/item/19969180","USD",110000,NA,"Avan-Arinj 2nd micro, Yerevan","Panels","No","Not available","5","Playground","Outdoor parking",87,"3","1","from 2.8 m",5,"Open balcony","By agreement","Designer Renovation","Air conditioner, fridge, stove, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19982858","AMD",383764,NA,"Komitas Avenue, Yerevan","Monolith","Yes","Available","17","Intercom entry, concierge","Outdoor parking, covered parking",96,"3","2","from 3 m",17,"Open balcony","Available","Euro Renovation","Air conditioner, fridge, stove, dishwasher, washing machine","Yard view"
"https://www.list.am/en/item/18311948","USD",13000,NA,"Viktor Hambartsumyan street 8, Vanadzor","Panels","No","Not available","9",NA,NA,87,"4","1","from 2.8 m",9,"Open balcony","Not available","No Renovation",NA,NA
"https://www.list.am/en/item/19430527","USD",85000,NA,"Vagharsh Vagharshyan street 19, Yerevan","Stone","No","Not available","5",NA,NA,31,"1","1","from 2.6 m",5,"Open balcony","Available","Partial Renovation",NA,NA
"https://www.list.am/en/item/18870389",NA,NA,NA,"Улица Арапнья, ВАНАДЗОР","Panels","No","Not available","6",NA,NA,62,"2","1","from 2.8 m",6,"Open balcony","Partial Furniture","Old Renovation",NA,NA
"https://www.list.am/en/item/19116664","AMD",35783,NA,"Avetik Isahakyan Street, Vanadzor","Stone","No","Not available","5",NA,NA,58,"2","1","from 2.75 m",5,"Closed balcony","Not available","Euro Renovation",NA,NA
"https://www.list.am/en/item/18952242","AMD",466740,NA,"Улица Верин Антараин 186/11, Ереван","Monolith","Yes","Available","7","Intercom entry, concierge, playground","Outdoor parking",144,"4","2","from 3 m",7,"Not available","Available","Major Renovation","Air conditioner, fridge, stove, dishwasher, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19456282","USD",7900000,NA,"International › Russia","Monolith","Yes","Available","9","Intercom entry, concierge, playground","Outdoor parking, covered parking",714,"8+","3+","from 3.2 m",9,"Multiple balconies","Not available","No Renovation",NA,"Yard view, street view, city view, park view"
"https://www.list.am/en/item/18842819",NA,NA,NA,"Yerevan › Shengavit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://www.list.am/en/item/19049354","USD",155000,NA,"Զորավար Անդրանիկի փողոց, Yerevan","Monolith","No","Available","14",NA,"Garage",119,"4","2","from 2.75 m",14,"Closed balcony","Partial Furniture","Major Renovation","Air conditioner",NA
"https://www.list.am/en/item/19605825","USD",160000,NA,"Bryusov Street, Yerevan","Panels","No","Available","16","Intercom entry, playground","Outdoor parking",96,"3","1","from 2.8 m",16,"Closed balcony","Available","Major Renovation","Stove, washing machine","Yard view, street view, city view"
"https://www.list.am/en/item/19982771","USD",350000,NA,"Komitas Avenue, Yerevan","Monolith","Yes","Available","16","Intercom entry, concierge","Outdoor parking, covered parking",106,"3","1","from 3 m",16,"Open balcony","Available","Designer Renovation","Air conditioner, fridge, stove, dishwasher, washing machine, drying m","Street view, city view"
